Это команда делает семплирование и позволяет отследить изменния во времени.
В целом после запуска я начал вручную добавлять новые объекты (добавил штук 10 новых)
Изменения можно заменить в столбе EU  - Eden space utilization (KB)  и EC - Current eden space capacity (KB).


D:\projects\job4j_tracker>jstat -gc 1440 1s 1000
    S0C         S1C         S0U         S1U          EC           EU           OC           OU          MC         MU       CCSC      CCSU     YGC     YGCT     FGC    FGCT     CGC    CGCT       GCT
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      26624,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
        0,0      4096,0         0,0      3537,2      32768,0      28672,0     225280,0          0,0     7552,0     7216,1     960,0     753,6      1     0,005     0     0,000     0     0,000     0,005
